@relation 'BasicAgentAAtraining-data-weka.filters.unsupervised.attribute.Remove-R18,44,46-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C16-L1'

@attribute xPacmanPosition numeric
@attribute yPacmanPosition numeric
@attribute ghostPosition1x numeric
@attribute ghostPosition1y numeric
@attribute ghostPosition2x numeric
@attribute ghostPosition2y numeric
@attribute ghostPosition3x numeric
@attribute ghostPosition3y numeric
@attribute ghostPosition4x numeric
@attribute ghostPosition4y numeric
@attribute distanceGhost1 numeric
@attribute distanceGhost2 numeric
@attribute distanceGhost3 numeric
@attribute distanceGhost4 numeric
@attribute validActions {1111,1110,1100,1101,1011,1001,1010,1000,111,110,101,100,11,10,1,0}
@attribute lastAction {Stop,South,North,West,East}
@attribute aliveGhost {1111,1110,1100,1101,1011,1001,1010,1000,111,110,101,100,11,10,1,0}
@attribute minimap1 {W,E,G}
@attribute minimap2 {W,E,G}
@attribute minimap3 {W,E,G}
@attribute minimap4 {W,E,G}
@attribute minimap5 {W,E,G}
@attribute minimap6 {W,E,G}
@attribute minimap7 {W,E,G}
@attribute minimap8 {W,E,G}
@attribute minimap9 {W,E,G}
@attribute minimap10 {W,E,G}
@attribute minimap11 {W,E,G}
@attribute minimap12 {W,E,G}
@attribute minimap13 {W,E,G}
@attribute minimap14 {W,E,G}
@attribute minimap15 {W,E,G}
@attribute minimap16 {W,E,G}
@attribute minimap17 {W,E,G}
@attribute minimap18 {W,E,G}
@attribute minimap19 {W,E,G}
@attribute minimap20 {W,E,G}
@attribute minimap21 {W,E,G}
@attribute minimap22 {W,E,G}
@attribute minimap23 {W,E,G}
@attribute minimap24 {W,E,G}
@attribute minimap25 {W,E,G}
@attribute action {Stop,South,North,West,East}

@data
10,8,1,1,11,3,17,6,25,7,1000,6,9,16,1111,East,1000,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,East
11,8,1,1,11,3,17,6,25,7,1000,5,8,15,1111,East,1000,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,South
11,7,1,1,11,3,17,6,25,7,1000,4,7,14,1111,South,1000,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,South
11,6,1,1,11,3,17,6,25,7,1000,3,6,15,1111,South,1000,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,South
11,5,1,1,11,3,17,6,25,7,1000,2,7,16,1111,South,1000,E,E,G,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,South
11,4,1,1,11,3,17,6,25,7,1000,1,8,17,1111,South,1000,W,W,W,W,W,E,E,G,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,South
11,3,1,1,3,1,17,6,25,7,1000,1000,9,18,1011,South,1100,E,W,E,W,W,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,East
12,3,1,1,3,1,17,6,25,7,1000,1000,8,17,1011,East,1100,W,E,W,W,W,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,East
13,3,1,1,3,1,17,6,25,7,1000,1000,7,16,1011,East,1100,E,W,W,W,W,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,East
14,3,1,1,3,1,17,6,25,7,1000,1000,6,15,1011,East,1100,W,W,W,W,W,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,North
14,4,1,1,3,1,17,6,25,7,1000,1000,5,14,1111,North,1100,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,East
15,4,1,1,3,1,17,6,25,7,1000,1000,4,13,1111,East,1100,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,G,North
15,5,1,1,3,1,17,6,25,7,1000,1000,3,12,1111,North,1100,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,G,E,E,E,E,E,East
16,5,1,1,3,1,17,6,25,7,1000,1000,2,11,1111,East,1100,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,G,E,E,E,E,E,E,North
16,6,1,1,3,1,17,6,25,7,1000,1000,1,10,1111,North,1100,E,E,E,E,E,E,E,E,E,E,E,E,E,G,E,E,E,E,E,E,E,E,E,E,E,East
17,6,1,1,3,1,5,1,25,7,1000,1000,1000,9,1111,East,1110,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,East
18,6,1,1,3,1,5,1,25,7,1000,1000,1000,8,1111,East,1110,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,East
19,6,1,1,3,1,5,1,25,7,1000,1000,1000,7,1111,East,1110,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,East
20,6,1,1,3,1,5,1,25,7,1000,1000,1000,6,1111,East,1110,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,East
21,6,1,1,3,1,5,1,25,7,1000,1000,1000,5,1111,East,1110,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,East
22,6,1,1,3,1,5,1,25,7,1000,1000,1000,4,1111,East,1110,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,East
23,6,1,1,3,1,5,1,25,7,1000,1000,1000,3,1111,East,1110,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,G,E,E,E,E,E,East
24,6,1,1,3,1,5,1,25,7,1000,1000,1000,2,1111,East,1110,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,G,E,E,E,E,E,E,North
2,18,5,9,11,3,17,6,25,7,12,24,27,34,111,East,0,W,E,E,E,E,W,E,E,E,E,W,E,E,E,E,W,W,W,W,W,W,W,W,W,W,East
3,18,5,9,11,3,17,6,25,7,11,23,26,33,111,East,0,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,East
4,18,5,9,11,3,17,6,25,7,10,22,25,32,111,East,0,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,East
5,18,5,9,11,3,17,6,25,7,9,21,24,31,111,East,0,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,South
5,17,5,9,11,3,17,6,25,7,8,20,23,30,1111,South,0,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,South
5,16,5,9,11,3,17,6,25,7,7,19,22,29,1111,South,0,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,South
5,15,5,9,11,3,17,6,25,7,6,18,21,28,1111,South,0,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,South
5,14,5,9,11,3,17,6,25,7,5,17,20,27,1111,South,0,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,South
5,13,5,9,11,3,17,6,25,7,4,16,19,26,1111,South,0,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,South
5,12,5,9,11,3,17,6,25,7,3,15,18,25,1111,South,0,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,South
5,11,5,9,11,3,17,6,25,7,2,14,17,24,1111,South,0,E,E,G,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,South
5,10,5,9,11,3,17,6,25,7,1,13,16,23,1111,South,0,E,E,E,E,E,E,E,G,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,South
5,9,1,1,11,3,17,6,25,7,1000,12,15,22,1111,South,1000,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,East
6,9,1,1,11,3,17,6,25,7,1000,11,14,21,1111,East,1000,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,East
7,9,1,1,11,3,17,6,25,7,1000,10,13,20,1111,East,1000,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,East
8,9,1,1,11,3,17,6,25,7,1000,9,12,19,1111,East,1000,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,East
9,9,1,1,11,3,17,6,25,7,1000,8,11,18,1111,East,1000,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,East
10,9,1,1,11,3,17,6,25,7,1000,7,10,17,1111,East,1000,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,East
11,9,1,1,11,3,17,6,25,7,1000,6,9,16,1111,East,1000,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,South
11,8,1,1,11,3,17,6,25,7,1000,5,8,15,1111,South,1000,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,South
11,7,1,1,11,3,17,6,25,7,1000,4,7,14,1111,South,1000,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,South
11,6,1,1,11,3,17,6,25,7,1000,3,6,15,1111,South,1000,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,South
11,5,1,1,11,3,17,6,25,7,1000,2,7,16,1111,South,1000,E,E,G,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,South
11,4,1,1,11,3,17,6,25,7,1000,1,8,17,1111,South,1000,W,W,W,W,W,E,E,G,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,South
11,3,1,1,3,1,17,6,25,7,1000,1000,9,18,1011,South,1100,E,W,E,W,W,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,East
12,3,1,1,3,1,17,6,25,7,1000,1000,8,17,1011,East,1100,W,E,W,W,W,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,East
13,3,1,1,3,1,17,6,25,7,1000,1000,7,16,1011,East,1100,E,W,W,W,W,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,East
14,3,1,1,3,1,17,6,25,7,1000,1000,6,15,1011,East,1100,W,W,W,W,W,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,North
14,4,1,1,3,1,17,6,25,7,1000,1000,5,14,1111,North,1100,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,East
15,4,1,1,3,1,17,6,25,7,1000,1000,4,13,1111,East,1100,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,G,North
15,5,1,1,3,1,17,6,25,7,1000,1000,3,12,1111,North,1100,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,G,E,E,E,E,E,East
16,5,1,1,3,1,17,6,25,7,1000,1000,2,11,1111,East,1100,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,G,E,E,E,E,E,E,North
16,6,1,1,3,1,17,6,25,7,1000,1000,1,10,1111,North,1100,E,E,E,E,E,E,E,E,E,E,E,E,E,G,E,E,E,E,E,E,E,E,E,E,E,East
17,6,1,1,3,1,5,1,25,7,1000,1000,1000,9,1111,East,1110,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,East
18,6,1,1,3,1,5,1,25,7,1000,1000,1000,8,1111,East,1110,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,East
19,6,1,1,3,1,5,1,25,7,1000,1000,1000,7,1111,East,1110,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,East
20,6,1,1,3,1,5,1,25,7,1000,1000,1000,6,1111,East,1110,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,East
21,6,1,1,3,1,5,1,25,7,1000,1000,1000,5,1111,East,1110,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,East
22,6,1,1,3,1,5,1,25,7,1000,1000,1000,4,1111,East,1110,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,East
23,6,1,1,3,1,5,1,25,7,1000,1000,1000,3,1111,East,1110,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,G,E,E,E,E,E,East
24,6,1,1,3,1,5,1,25,7,1000,1000,1000,2,1111,East,1110,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,G,E,E,E,E,E,E,North
15,12,5,15,11,4,14,16,25,7,13,12,5,14,1111,North,0,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,North
15,13,5,14,11,3,13,16,24,7,11,14,5,14,1111,North,0,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,North
15,14,4,14,12,3,13,15,23,7,11,14,3,16,1111,North,0,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,G,E,E,E,E,E,E,E,E,E,North
15,15,4,14,12,3,13,16,23,6,12,15,3,18,1111,North,0,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,G,E,E,E,E,E,E,E,E,E,North
15,16,4,15,13,3,13,17,23,5,12,15,3,19,1111,North,0,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,G,E,E,E,E,E,E,E,E,E,North
15,17,5,15,14,3,14,17,23,5,12,15,1,19,1111,North,0,E,E,E,E,E,E,E,E,E,E,E,G,E,E,E,E,E,E,E,E,W,W,W,W,W,West
14,17,4,15,14,3,5,1,22,5,12,14,1000,21,1111,West,10,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,South
14,16,3,15,13,3,5,1,22,4,12,14,1000,19,1111,South,10,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,South
14,15,2,15,13,3,5,1,22,5,12,13,1000,19,1111,South,10,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,West
13,15,1,15,12,3,5,1,22,4,12,13,1000,19,1111,West,10,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,West
12,15,1,14,12,4,5,1,22,5,12,11,1000,21,1111,West,10,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,South
12,14,2,14,12,5,5,1,22,4,10,9,1000,21,1111,South,10,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,South
12,13,2,15,13,5,5,1,23,4,12,9,1000,21,1111,South,10,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,East
13,13,2,14,13,5,5,1,24,4,12,8,1000,19,1111,East,10,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,South
13,12,2,13,13,5,5,1,23,4,12,7,1000,19,1111,South,10,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,South
13,11,2,14,13,4,5,1,24,4,14,7,1000,19,1111,South,10,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,South
13,10,2,14,13,4,5,1,25,4,15,6,1000,18,1111,South,10,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,South
13,9,2,13,14,4,5,1,25,4,15,6,1000,16,1111,South,10,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,East
14,9,2,14,14,5,5,1,25,5,17,4,1000,14,1111,East,10,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,South
14,8,3,14,14,5,5,1,24,5,17,3,1000,12,1111,South,10,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,South
14,7,2,14,14,6,5,1,23,5,19,1,1000,12,1111,South,10,E,E,E,E,E,E,E,G,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,South
14,6,2,15,3,1,5,1,24,5,21,1000,1000,12,1111,South,110,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,East
15,6,3,15,3,1,5,1,25,5,21,1000,1000,10,1111,East,110,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,East
16,6,3,15,3,1,5,1,25,6,22,1000,1000,10,1111,East,110,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,East
17,6,3,16,3,1,5,1,25,7,24,1000,1000,10,1111,East,110,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,East
18,6,3,16,3,1,5,1,25,8,25,1000,1000,8,1111,East,110,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,East
19,6,3,15,3,1,5,1,25,7,25,1000,1000,6,1111,East,110,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,East
20,6,3,15,3,1,5,1,25,6,26,1000,1000,4,1111,East,110,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,East
21,6,4,15,3,1,5,1,24,6,26,1000,1000,2,1111,East,110,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,East
22,6,4,14,3,1,5,1,23,6,26,1000,1000,1,1111,East,110,E,E,E,E,E,E,E,E,E,E,E,E,E,G,E,E,E,E,E,E,E,E,E,E,E,East
23,6,5,14,3,1,5,1,7,1,26,1000,1000,1000,1111,East,111,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,North
23,7,6,14,3,1,5,1,7,1,24,1000,1000,1000,1111,North,111,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,North
23,8,6,14,3,1,5,1,7,1,23,1000,1000,1000,1111,North,111,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,North
23,9,5,14,3,1,5,1,7,1,23,1000,1000,1000,1111,North,111,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,North
23,10,5,15,3,1,5,1,7,1,23,1000,1000,1000,1111,North,111,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,North
23,11,6,15,3,1,5,1,7,1,21,1000,1000,1000,1111,North,111,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,North
23,12,5,15,3,1,5,1,7,1,21,1000,1000,1000,1111,North,111,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,North
23,13,5,15,3,1,5,1,7,1,20,1000,1000,1000,1111,North,111,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,North
23,14,5,15,3,1,5,1,7,1,19,1000,1000,1000,1111,North,111,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,North
23,15,5,14,3,1,5,1,7,1,19,1000,1000,1000,1111,North,111,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,West
22,15,5,15,3,1,5,1,7,1,17,1000,1000,1000,1111,West,111,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,West
21,15,4,15,3,1,5,1,7,1,17,1000,1000,1000,1111,West,111,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,West
20,15,4,14,3,1,5,1,7,1,17,1000,1000,1000,1111,West,111,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,South
20,14,5,14,3,1,5,1,7,1,15,1000,1000,1000,1111,South,111,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,West
19,14,6,14,3,1,5,1,7,1,13,1000,1000,1000,1111,West,111,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,West
18,14,5,14,3,1,5,1,7,1,13,1000,1000,1000,1111,West,111,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,West
17,14,4,14,3,1,5,1,7,1,13,1000,1000,1000,1111,West,111,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,West
16,14,3,14,3,1,5,1,7,1,13,1000,1000,1000,1111,West,111,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,West
15,14,3,15,3,1,5,1,7,1,13,1000,1000,1000,1111,West,111,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,North
15,15,3,15,3,1,5,1,7,1,12,1000,1000,1000,1111,North,111,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,West
14,15,3,14,3,1,5,1,7,1,12,1000,1000,1000,1111,West,111,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,South
14,14,2,14,3,1,5,1,7,1,12,1000,1000,1000,1111,South,111,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,West
13,14,2,14,3,1,5,1,7,1,11,1000,1000,1000,1111,West,111,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,West
12,14,2,14,3,1,5,1,7,1,10,1000,1000,1000,1111,West,111,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,West
11,14,2,14,3,1,5,1,7,1,9,1000,1000,1000,1111,West,111,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,West
10,14,1,14,3,1,5,1,7,1,9,1000,1000,1000,1111,West,111,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,West
9,14,1,14,3,1,5,1,7,1,8,1000,1000,1000,1111,West,111,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,West
8,14,1,13,3,1,5,1,7,1,8,1000,1000,1000,1111,West,111,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,South
8,13,1,14,3,1,5,1,7,1,8,1000,1000,1000,1111,South,111,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,West
7,13,2,14,3,1,5,1,7,1,6,1000,1000,1000,1111,West,111,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,North
7,14,2,14,3,1,5,1,7,1,5,1000,1000,1000,1111,North,111,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,West
6,14,1,14,3,1,5,1,7,1,5,1000,1000,1000,1111,West,111,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,West
5,14,1,15,3,1,5,1,7,1,5,1000,1000,1000,1111,West,111,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,North
